code,term
8G96.00,Problem solving therapy
339X.00,Percentage of best ever peak expiratory flow rate
8D59.00,Wearing Pavlik harness
14F5.00,H/O: venous leg ulcer
66R9.00,Repeat prescription reviewed by pharmacist
8D48.00,Measured for graduated compression hosiery
667E.00,Epilepsy care arrangement
2287.00,Abnormally thin
2FY0.00,O/E - closed comedones
66YQ.00,Asthma monitoring by nurse
66YR.00,Asthma monitoring by doctor
66YS.00,Chronic obstructive pulmonary disease monitoring by nurse
66YT.00,Chronic obstructive pulmonary disease monitoring by doctor
68X0.00,Deep vein thrombosis screening
1N01.00,No itch
66YV.00,Does not use spacer device
115F.00,No past history of animal allergy
66Ab.00,Diabetic foot examination
66c0.00,Disease modifying antirheumatic drug monitoring
1O2..00,Asthma confirmed
3984.00,Get up and go test - normal
3985.00,Get up and go test - abnormal
3986.00,Get up and go test
4JQ4.00,Legionella serotype
339Y.00,Percentage of peak expiratory flow rate variability
14OJ.00,At risk of chronic obstructive pulmonary disease
137g.00,Cigarette pack-years
2HG..00,O/E - flexible hips
1J9..00,Suspected autism
66d..00,Venous monitoring - lower limb
8C1P.00,Blood sample taken from central line
3987.00,Tandem gait test
3988.00,Tandem gait test - normal
3989.00,Tandem gait test - abnormal
585S.00,Left brachial Doppler pressure
585T.00,Right brachial Doppler pressure
585V.00,Left dorsalis pedis Doppler pressure
585W.00,Right dorsalis pedis Doppler pressure
585X.00,Left posterior tibial Doppler pressure
585Y.00,Right posterior tibial Doppler pressure
585b.00,Left dorsalis pedis ankle brachial pressure index
585c.00,Right dorsalis pedis ankle brachial pressure index
585d.00,Left posterior tibial ankle brachial pressure index
585e.00,Right posterior tibial ankle brachial pressure index
2FM1.00,Lower leg skin pigmentation
1BD9.00,No thoughts of deliberate self harm
1BDA.00,Thoughts of deliberate self harm
1BDB.00,Plans for deliberate self harm without intent
1BDC.00,Intent of deliberate self harm with detailed plans
1BDD.00,Unknown risk of deliberate self harm
14OL.00,Low risk of self neglect
14OM.00,Moderate risk of self neglect
1BX3.00,Early morning waking
1P50.00,Violent acts towards others
22Q0.00,Length of wound
22Q1.00,Width of wound
43X7.00,Hepatitis E antibody level
43X8.00,Hepatitis E IgM level
43X9.00,Hepatitis E IgG level
14P8.00,H/O: prolonged corticosteroid therapy
46S9.00,Urine maltose level
44ZQ.00,Serum ketone level
438C.00,Treponema pallidum particle agglutination test
43eo.00,Anti pertussis toxin IgG level
43n4.00,Phlebovirus IgG level
8M42.00,Mobility equipment requested
8H7x.00,Referral to drug abuse counsellor
1I4..00,No evidence of mental illness
1Bb0.00,Fear of falling
4I18.00,"Mycobacteria microscopy, culture and sensitivities"
173M.00,Borg Breathlessness Score: 0 none at all
8CQ..00,Mental health crisis plan
8CQ0.00,Completion of mental health crisis plan
173P.00,Borg Breathlessness Score: 1 very slight
173Q.00,Borg Breathlessness Score: 2 slight
173R.00,Borg Breathlessness Score: 3 moderate
173S.00,Borg Breathlessness Score: 4 somewhat severe
4I1A.00,"Enteric microscopy, culture and sensitivities"
173T.00,Borg Breathlessness Score: 5 severe
4I1B.00,"Mycology microscopy, culture and sensitivities"
173V.00,Borg Breathlessness Score: 6 severe (+)
4I1C.00,"Genital microscopy, culture and sensitivities"
4I1E.00,"Respiratory microscopy, culture and sensitivities"
4JRA.00,MRSA (methicillin resistant Staphylococcus aureus) screening test
173W.00,Borg Breathlessness Score: 7 very severe
173X.00,Borg Breathlessness Score: 8 very severe (+)
173a.00,Borg Breathlessness Score: 10 maximal
4I1F.00,"Wound microscopy, culture and sensitivities"
42P7.00,Percentage reticulated platelet count
43WS.00,Adenovirus antibody level
4JRC.00,Atypical pneumonia screening test
42QQ.00,Plasma antithrombin III antigen level
42jE.00,APTT (activated partial thromboplastin time) 80:20 mix
33L0.00,Shuttle walking test done
33L1.00,Shuttle walking test not done
388N.00,HAD scale: anxiety score
388P.00,HAD scale: depression score
4I19.00,"Urinary microscopy, culture and sensitivities"
4I1D.00,"Fluid microscopy, culture and sensitivities"
4JRB.00,Escherichia coli 0157 screening test
43cC.00,Cryoglobulin screening test
14ON.00,High risk of self neglect
8GF2.00,Legal rehab. measures
B829.00,Bowenoid papulosis
42VE.00,Unstable haemoglobin level
19EC.00,Painful defaecation
M295.00,Leucoderma
4258.00,Haematocrit
7607.00,Oesophagostomy operation
4JQ3.00,Hepatitis C virus genotype
M223.00,Seborrhoeic keratosis
B76A.00,Naevoxanthoendothelioma
A056.00,Amoebic skin ulceration
42VF.00,Haemoglobin C level
43WV.00,Haemophilus influenzae B IgG level
4J35.00,HIV (human immunodeficiency virus) p24 antigen level
87...00,Respiratory procedures
43k..00,Antigen level
43k5.00,Adenovirus antigen level
43b3.00,Cryptosporidia antigen level
43k2.00,Influenza A antigen level
43k3.00,Influenza B antigen level
1A2..00,Bladder control - finding
K50..00,Endometriosis
5673.00,Computed tomography result abnormal
351..00,Surgical biopsy - admin
L2A3.00,Abnormal ultrasonic finding on antenatal screening of mother
43WT.00,CMV (cytomegalovirus) antibody level
7P0..00,Diagnostic imaging
8E97.00,Bladder training
7L1W.00,Assessment
74...00,Respiratory tract operations
M2y2.00,Degenerative skin disorders
PG70.00,Exomphalos
7312.00,Repair of tympanic membrane
7L06.00,Amputation of leg
43Q..00,RAST test
43Gx.00,Skin antibody level
4GAA.00,Calculus magnesium content
4GA9.00,Calculus carbonate content
J510.00,Diverticulosis
PE51.00,Congenital talipes equinovarus
44HE.00,Plasma creatine kinase level
44HG.00,Serum creatine kinase level
8613.00,Hot packs - therapy
69C5.00,Individual hearing examination
C391.00,Deficiencies of cell-mediated immunity
PD73.00,Persistent umbilical sinus
43j2.00,Borrelia burgdorferi nucleic acid detection
43j8.00,HTLV 1 (human T-lymphotropic virus 1) RNA (ribonucleic acid) detection assay
43j9.00,Meningococcal nucleic acid detection
43j4.00,Hantavirus nucleic acid detection
43j6.00,Herpes simplex nucleic acid detection
43j1.00,Chlamydia trachomatis nucleic acid detection
43jC.00,Toxoplasma nucleic acid detection
43jG.00,Hepatitis B nucleic acid detection
43jH.00,Aspergillus nucleic acid detection
43eT.00,Legionella antigen level
43jF.00,Varicella zoster nucleic acid detection
43d0.00,Cytomegalovirus early antigen level
43jD.00,Enterovirus DNA detection
43j5.00,Hepatitis C nucleic acid detection
43k4.00,Measles antigen level
43j..00,Nucleic acid detection
43j3.00,Dengue nucleic acid detection
43j0.00,Cytomegalovirus nucleic acid detection
43j7.00,HIV (human immunodeficiency virus) 1 ribonucleic acid detection assay
43jB.00,Parvovirus B19 nucleic acid detection
43f3.00,Candida antigen level
1P01.00,Psychomotor retardation
57...00,Diagnostic nuclear medicine
J096.00,Glossodynia
43h3.00,Hepatitis C PCR (polymerase chain reaction)
43h6.00,Neisseria gonorrhoeae polymerase chain reaction
43h5.00,Meningococcal polymerase chain reaction
M051.00,Bullous impetigo
43h4.00,Herpes simplex polymerase chain reaction
43h0.00,Chlamydia trachomatis polymerase chain reaction
311..00,Neurological diagnostic proced
43h2.00,HIV (human immunodeficiency virus) 1 PCR (polymerase chain reaction)
43h1.00,Dengue polymerase chain reaction
B49..00,Malignant neoplasm of urinary bladder
S5Q2.00,Rupture supraspinatus tendon
44i..00,Plasma electrolyte levels
44i0.00,Plasma bicarbonate level
44i1.00,Plasma chloride level
44i2.00,Plasma inorganic phosphate level
447G.00,Plasma testosterone level
44Wo.00,Plasma digoxin level
44Wq.00,Plasma paracetamol level
449D.00,Plasma insulin level
42d4.00,Plasma ferritin level
44MP.00,Plasma globulin level
44AM.00,Plasma parathyroid hormone related peptide level
8G95.00,Brief solution focused therapy
1BX2.00,Sleeping pattern
1BD8.00,At risk of DSH - deliberate self harm
8BIE.00,Has shown side effects from medication
585a.00,Ankle brachial pressure index
14OK.00,Risk of self neglect
46MM.00,24 hour urine electrolytes
M22E.00,Lichenoid keratosis
43N9.00,Antibody to extractable nuclear antigen typing
43k0.00,Hepatitis B e antigen level
PA50.00,Congenital pyloric hypertrophy
43k1.00,Hepatitis C antigen level
SD35.00,"Insect bite, nonvenomous, of lower arm, infected"
4L3..00,DNA (deoxyribonucleic acid) studies
A625.00,California encephalitis virus infection
M14..00,Bullous dermatoses
A111.00,Nodular lung tuberculosis
42h5.00,Sickle solubility test
4239.00,Increased haemoglobin
14Y6.00,Born by emergency caesarean section
8CG5.00,Care programme approach completed
42VG.00,Haemoglobin D level
42VH.00,Haemoglobin E level
47BA.00,Faecal glucose level
42VJ.00,Haemoglobin G level
42VK.00,Haemoglobin J level
47F0.00,Faecal coproporphyrin I level
42VL.00,Haemoglobin D Iran level
47F1.00,Faecal coproporphyrin II level
42VM.00,Haemoglobin Lepore level
42VN.00,Haemoglobin O level
42VP.00,Haemoglobin Sawara level
42ZH.00,Platelet neutralisation procedure correction
44TL.00,Total glycosylated haemoglobin level
42VQ.00,Haemoglobinopathy DNA (deoxyribonucleic) acid studies
8HHE.00,Refer to paediatric dietitian
8HHF.00,Referral to footcare protection programme
8HHH.00,Refer to weight management programme
67IV.00,Advice to carer regarding child's behaviour
67IZ.00,Advice to carer regarding child's development programme
67IR.00,Advice to carer regarding child's immunisations
43Vh.00,Paroxysmal nocturnal haemoglobinuria cell marker analysis
7F12.00,Elective caesarean delivery
388x.00,Elderly Mobility Scale score
1S42.00,Manic mood
G719.00,Abscess of aortic root
G783.00,Occlusion of artery of upper limb
84...00,Planned procedure
389L.00,Psychological assessment
43BA.00,Hepatitis B surface antigen negative
147D.00,H/O: blackout
1N05.00,Mottling of skin
13VL.00,Sensory disability
8554.00,Infant massage
13Je.00,In paid employment
8H5A.00,Referral to oral surgeon
PC61.00,Epispadias
389N.00,Social assessment
25T1.00,Stoma pancaking
25T2.00,Stoma bulge
25T4.00,Stoma seal leaking
25T3.00,Stoma bag leaking
25T5.00,Skin surrounding stoma red
1N02.00,C/O: hair loss
22EJ.00,Broad epicanthus
246Q.00,Sitting systolic blood pressure
246R.00,Sitting diastolic blood pressure
246S.00,Lying systolic blood pressure
246T.00,Lying diastolic blood pressure
29HA.00,O/E - Vibration sense of right foot absent
12V..00,Family history unknown
14OP.00,At risk of sexually transmitted infection
29HB.00,O/E - vibration sense of left foot absent
8I7..00,Treatment not tolerated
8I74.00,Angiotensin converting enzyme inhibitor not tolerated
8I75.00,Angiotensin II receptor antagonist not tolerated
8BL..00,Patient on maximum tolerated dose
8BL0.00,Patient on maximal tolerated antihypertensive therapy
8BL1.00,Patient on maximal tolerated lipid lowering therapy
8BL2.00,Patient on maximal tolerated therapy for diabetes
8BL3.00,Patient on maximal tolerated anticonvulsant therapy
8I6B.00,Clopidogrel not indicated
8I6C.00,Angiotensin II receptor antagonist not indicated
8I6D.00,Influenza vaccination not indicated
67M..00,Informing partner
14LL.00,Beta-adrenoceptor blocking drug allergy
14LM.00,H/O: angiotensin converting enzyme inhibitor pseudoallergy
14LN.00,Angiotensin II receptor antagonist allergy
14LP.00,Warfarin allergy
8I2K.00,Clopidogrel contraindicated
8I3R.00,Clopidogrel declined
146E.00,H/O: recreational drug use
173b.00,Unable to complete a sentence in one breath
585f.00,Echocardiogram shows left ventricular systolic dysfunction
585g.00,Echocardiogram shows left ventricular diastolic dysfunction
68Nk.00,No consent for 3rd HIB booster
388S.00,Pocock et al death from cardiovascular disease risk score
8B3o.00,Medication change to generic
14Y4.00,Born by breech delivery
14Y5.00,Born by ventouse delivery
667N.00,Epilepsy severity
667P.00,No seizures on treatment
667Q.00,1 to 12 seizures a year
667R.00,2 to 4 seizures a month
667S.00,1 to 7 seizures a week
667T.00,Daily seizures
667V.00,Many seizures a day
667W.00,Emergency epilepsy treatment since last appointment
1JA..00,Suspected neurological disease
1JA0.00,Suspected epilepsy
1O3..00,Neurological disorder confirmed
1O30.00,Epilepsy confirmed
3AE0.00,GDS level 1 - no cognitive decline
3AE1.00,GDS level 2 - very mild cognitive decline
3AE2.00,GDS level 3 - mild cognitive decline
3AE3.00,GDS level 4 - moderate cognitive decline
3AE4.00,GDS level 5 - moderately severe cognitive decline
3AE5.00,GDS level 6 - severe cognitive decline
3AE6.00,GDS level 7 - very severe cognitive decline
8B6G.00,Spironolactone prophylaxis
14CE.00,H/O: gallstones
24FC.00,O/E - left dorsalis pedis abnormal
24FD.00,O/E - Left posterior tibial pulse abnormal
24EC.00,O/E - Right dorsalis pedis abnormal
24ED.00,O/E - Right posterior tibial pulse abnormal
13lQ.00,Main spoken language Italian
13lR.00,Main spoken language German
43mX.00,Adrenal cortex antibody level
1B55.00,Dizziness on standing up
46g3.00,Urine noradrenaline/creatinine ratio
13lS.00,Main spoken language Albanian
13lT.00,Main spoken language Croatian
13lV.00,Main spoken language Greek
13lW.00,Main spoken language Japanese
13lX.00,Main spoken language Korean
13lY.00,Main spoken language Lithuanian
13lZ.00,Main spoken language Turkish
13la.00,Main spoken language Ukrainian
13lb.00,Main spoken language Vietnamese
42a0.00,Percentage plasma cell count
8B6K.00,Digoxin prophylaxis
Fy05.00,Nocturnal sleep-related eating disorder
8B58.00,Atkins diet
339n.00,Serial peak expiratory flow rate abnormal
5694.00,Magnetic resonance imaging of brain abnormal
567C.00,CAT scan brain - abnormal
25T..00,O/E - stoma
443k.00,Serum macroprolactin level
44Le.00,Plasma vitamin B12 level
44XE.00,Plasma paraquat level
46Qq.00,Urine ephedrine level
44kP.00,Plasma glutamic acid level
44kQ.00,Plasma aspartic acid level
44OJ.00,Plasma methylmalonic acid level
46Tn.00,Urine methylmalonic acid level
44a5.00,Plasma chromogranin A level
46Qr.00,Urine buprenorphine level
44lV.00,Plasma aldosterone/renin ratio
43S0.00,Cord blood grouping
46g2.00,Urine oxalate/creatinine ratio
4526.00,Part 1 Schilling test
4527.00,Part 2 Schilling test
43mV.00,Perinuclear ANCA (anti-neutrophil cytoplasmic antibody) screen
42jK.00,Thrombin time ratio
43jK.00,Chlamydia deoxyribonucleic acid detection
4IA1.00,Sample appearance
447H.00,Androgen level
42h8.00,Factor IX inhibitor screening test
42h9.00,Factor VII inhibitor screening test
42hA.00,Factor XI inhibitor screening test
43VX.00,Percentage CD117 count
43VY.00,Percentage CD11b count
43VZ.00,CD11c count
43Va.00,Percentage CD15 count
442g.00,Serum thyroglobulin concentration by recovery test
451B.00,Amylase clearance
43Vb.00,CD16 count
42jM.00,Adenosine diphosphate 1 umol test
42jN.00,Adenosine diphosphate 3 umol test
42jP.00,Adenosine diphosphate 5 umol test
42jQ.00,Collagen 2 umol test
42jR.00,Collagen 5 umol test
4JQ5.00,Malaria antigen test
44OK.00,Serum C22 long chain fatty acid level
44OL.00,Serum C24 long chain fatty acid level
44Cm.00,Serum tryptase level
43WW.00,Anti-C1q antibody level
44Wz.00,Serum prednisolone level
4JRD.00,Malarial parasite screening test
443l.00,Serum monomeric prolactin level
44ZS.00,Plasma oxalate level
42jT.00,Ristocetin 1.5 umol test
42jV.00,Ristocetin 0.5 umol test
4JP0.00,Thick film for malarial parasites
4L42.00,Thrombomodulin gene screen
42hB.00,von Willebrand Normandy screening test
43mY.00,U-snRNP antibody level
43mZ.00,Anti-cyclic citrullinated peptide antibody level
4JDL.00,Toxoplasma serology
4JDM.00,Chlamydia serology
4JDN.00,Human herpes virus serology
43WY.00,Pigeon feather antibody level
43WZ.00,Fowl serum antibody level
4I3S.00,Fluid sample globulin level
4965.00,Percentage abnormal sperm count
449G.00,Serum pro-insulin level
43Vc.00,Absolute CD56 count
43Vd.00,Percentage CD56 count
43Ve.00,Absolute CD16 count
43Yq.00,Mixed fruit RAST test
4JS8.00,Cryptosporidium microscopy
43ma.00,Liver autoantibody level
43dm.00,Herpes simplex IgG level
4JDP.00,Epstein-Barr virus serology
46Z2.00,Urine homocystine/cystine screening test
42N6.00,Absolute atypical mononuclear cell count
42N7.00,Percentage atypical mononuclear cell count
44v8.00,Serum buprenorphine level
44v9.00,Plasma buprenorphine level
46Qs.00,Urine ethambutol level
46Qt.00,Urine rifampicin level
467F.00,Urine beta 2 microglobulin level
43Vg.00,Absolute CD19 count
43Vf.00,Percentage CD19 count
42P8.00,Heparin induced thrombocytopenia screening test
43lw.00,Animal dander mix RAST test
43Qj.00,Cereals food mix RAST test
44Cn.00,Serum biotinidase level
42jW.00,Factor V Leiden test
438D.00,Treponema pallidum gelatin agglutination test
42YG.00,Fetal cell test
44ZT.00,Serum methylmalonic acid level
42d5.00,Soluble transferrin receptor test
46B4.00,Urinary pneumococcal antigen test
44XF.00,Plasma ethanol level
43aS.00,GT1b IgM level
43aT.00,GT1b IgG level
43aV.00,GQ1b IgG level
43aW.00,GQ1b IgM level
4L43.00,Globin gene analysis
44HJ.00,Plasma creatinine phosphokinase MB isoenzyme level
46To.00,Urine deoxypyridinoline level
42jZ.00,Factor V(306) Cambridge mutation test
42ja.00,Porcine inhibitor activity level
44AN.00,Plasma pro-brain natriuretic peptide level
44AP.00,Serum pro-BNP peptide level
44AQ.00,Plasma 18-hydroxycortisol level
44Co.00,Serum alpha-1-antichymotrypsin level
43aX.00,GM1 IgG level
43aY.00,GM1 IgM level
43aZ.00,CM1 IgG level
43aa.00,GD1a IgM level
43ab.00,GD1a IgG level
46e7.00,24 hour Bence-Jones screening test
46JH.00,Urine 18-hydroxycortisol level
42jf.00,von Willebrand factor antigen level
43b9.00,Rheumatoid arthritis particle agglutination test
42hC.00,APTT (activated partial thromboplastin time) inhibitor screening test
42jg.00,von Willebrand factor collagen binding assay
449H.00,Serum 32-33 split pro-insulin level
43ZE.00,T cell diagnostic panel test
8HHG.00,Refer to multidisciplinary footcare team
BBR7.00,[M]Classical hydatidiform mole
BBR8.00,Complete hydatidiform mole
8Hi..00,Earlier referral for specialist review
2BBY.00,O/E - referable retinopathy
2BBb.00,O/E - fundus not adequately seen
22EK.00,O/E - visual acuity with glasses
22EL.00,O/E - visual acuity without glasses
J63B.00,Autoimmune hepatitis
1JB..00,Suspected chromosome abnormality
1JB0.00,Suspected Downs syndrome
8I6E.00,Thrombolysis therapy not indicated
1F16.00,Diet high intake - oily fish
8HHD.00,Referral to tissue viability nurse specialist
8BIK.00,Indication for each drug checked
8BIL.00,Generic prescribing checked
8BIM.00,Unmet drug need identified
8BIN.00,No unmet drug need identified
8BIP.00,Drug interactions identified - drug changed
8BIQ.00,Equivalent quantities for all medication checked
8BIR.00,Efficacy of all medication checked
8BIS.00,Patient not on self-medication
8BIT.00,Drug interactions considered as new drugs added
8BIV.00,Drug formulation appropriate
8BIW.00,Drug formulation inappropriate
8BIX.00,Drug treatment still needed
8BIY.00,Drug treatment no longer needed
8BIZ.00,Drug side effects checked
8BIa.00,Drug side effect - acceptable to patient
8BIb.00,No significant drug interactions
8BIc.00,Drug monitoring done
8BId.00,Medication monitoring not indicated
8BIe.00,Monitoring of all medication checked
8BIf.00,Drug monitoring up to date
8BIg.00,Patient understands why taking all medication
8BIh.00,Patient does not understand why taking all medication
8BIi.00,Able to use medication
8BIj.00,Unable to use medication
8BIk.00,Patient forgets to take medication
8BIl.00,All over the counter medication checked
8BIm.00,Drug over usage checked
8BIn.00,Drug under usage checked
8BIo.00,Drug directions adequate and appropriate
8BIp.00,Drug directions not adequate and appropriate
8BIq.00,Drug compliance checked
8BIr.00,Drug changed to cost effective alternative
8BIs.00,No cost effective drug alternatives available
8BIt.00,Cost effective drug alternatives not considered
8BIu.00,Compliance issues discussed with patient
8BIv.00,Regular monitoring discussed with patient
5C2..00,Imaging result equivocal
5C20.00,Echocardiogram equivocal
8B6N.00,Migraine prophylaxis
8H5H.00,Referral for cataract extraction
8HBG.00,Diabetic retinopathy 12 month review
8HBH.00,Diabetic retinopathy 6 month review
K5A5.00,Perimenopausal atrophic vaginitis
8I6F.00,Diabetic retinopathy screening not indicated
8I6G.00,Diabetic foot examination not indicated
8I6H.00,Smoking review not indicated
8CAS.00,Advised to attend for retinal screening
2BBP.00,O/E - right eye background diabetic retinopathy
2BBQ.00,O/E - left eye background diabetic retinopathy
2BBR.00,O/E - right eye preproliferative diabetic retinopathy
2BBS.00,O/E - left eye preproliferative diabetic retinopathy
2BBT.00,O/E - right eye proliferative diabetic retinopathy
2BBV.00,O/E - left eye proliferative diabetic retinopathy
2BBW.00,Maculopathy of right eye with diabetes mellitus
2BBX.00,Maculopathy of left eye with diabetes mellitus
8CAV.00,Renal disorder education
38A0.00,Primary health care team falls assessment
38A1.00,Multidisciplinary team falls assessment
67IN.00,Advice to carer regarding child's diet
67IX.00,Advice to carer regarding child's dental health
67IW.00,Advice to carer regarding child's minor illnesses
67IT.00,Advice to carer regarding child's sleep
67IS.00,Advice to carer regarding child's travel needs
67IQ.00,Advice to carer regarding child's toilet training
67IP.00,Advice to carer regarding child's safety
64b6.00,Child 7 month examination abnormal - on treatment
8B6L.00,GTN prophylaxis
8B6M.00,Calcium channel blocker prophylaxis
3AD3.00,6CIT (Six Item Cognitive Impairment Test) total score
8HQA.00,Referral for DXA scan of hip and spine
8HQB.00,Referral for DXA scan of forearm
8HQC.00,Referral for DXA scan of heel
8HQD.00,Referral for quantitative ultrasound scan of heel
8B2G.00,Hypotensive therapy
64b5.00,Child 7 month examination abnormal - referred
8H2R.00,Emergency hospital admission for chronic obstructive pulmonary disease
64b4.00,Child 7 month examination abnormal - for observation
64b3.00,Child 7 month examination normal
64b2.00,Child 7 month examination not attended
64b1.00,Child 7 month examination not wanted
64b0.00,Child 7 month examination not offered
13ld.00,Main spoken language Amharic
8BIJ.00,Has shown no side effects from medication
8HHC.00,Referred for wheelchair assessment
1F97.00,Meal substitute used
22K7.00,Body mass index 40+ - severely obese
13le.00,Main spoken language Brawa
13lm.00,Main spoken language Igbo
13lg.00,Main spoken language Ethiopian
13lv.00,Main spoken language Swedish
13lw.00,Main spoken language Tagalog
13lu.00,Main spoken language Sinhala
13lx.00,Main spoken language Thai
13lh.00,Main spoken language Flemish
13li.00,Main spoken language French Creole
13lj.00,Main spoken language Gaelic
13lk.00,Main spoken language Hakka
13ll.00,Main spoken language Hebrew
13lc.00,Main spoken language Akan
13ln.00,Main spoken language Lingala
13lo.00,Main spoken language Luganda
13lf.00,Main spoken language Dutch
13lp.00,Main spoken language Malayalam
13lq.00,Main spoken language Norwegian
13lr.00,Main spoken language Pashto
13lz.00,Main spoken language Welsh
13ly.00,Main spoken language Tigrinya
13ls.00,Main spoken language Patois
13lt.00,Main spoken language Serbian
PKyE.00,Barber-Say syndrome
C10J.00,Insulin autoimmune syndrome
C10H.00,Diabetes mellitus induced by non-steroid drugs
5695.00,Magnetic resonance imaging scan declined
5534.00,Angiocardiography declined
8B2F.00,Prescription by GP
8I3S.00,Exercise tolerance test refused
122D.00,No family history of chronic obstructive pulmonary disease
122C.00,No family history of respiratory disease
39C5.00,Medley pressure sore risk score
8BIG.00,Falls caused by medication
8BIH.00,Medication review done by doctor
13o1.00,Requires communication partner
56F1.00,Echocardiogram declined
56F0.00,CT scan brain declined
5C00.00,CT scan brain - normal
56F..00,Diagnostic procedure declined
5C01.00,Carotid artery doppler normal
5C10.00,Carotid artery doppler abnormal
56F2.00,Carotid artery doppler declined
5C0..00,Imaging result normal
5C1..00,Imaging result abnormal
12V0.00,FH: Not known - Adopted
13ZP.00,Using Makaton sign language
13CQ.00,Physical activity target minimal exercise
13CT.00,Physical activity target strenuous exercise
13CR.00,Physical activity target light exercise
13CS.00,Physical activity target moderate exercise
38A..00,Falls assessment
4JRE.00,Antibacterial substance screening test
66Ae.00,HBA1c target
42jb.00,Plasma plasminogen activity
42jc.00,Plasma plasminogen antigen level
42jd.00,"5,10-methylenetetrahydrofolate reductase gene analysis"
TJ10.00,Adverse reaction to sulphonamides
K195.00,Prolapsed urethral mucosa
43jL.00,Enterovirus ribonucleic acid detection
19C2.00,Constipated
PC50.00,Cryptorchidism
1AC..00,Micturition volume
A743.00,Hand foot and mouth disease
PJ7..00,Klinefelter's syndrome
PJy3.00,XXY syndrome
H302.00,Wheezy bronchitis
1B66.00,History of syncope
AC80.00,Toxocariasis
A660.00,Phlebotomus fever
141C.00,H/O: glandular fever
339h.00,FVC after bronchodilation
339i.00,FVC/Expected FVC percent
339j.00,FEV1/FVC ratio pre steroids
339k.00,FEV1/FVC ratio post steroids
339l.00,FEV1/FVC ratio before bronchodilator
339m.00,FEV1/FVC ratio after bronchodilator
42je.00,Exner KCT (kaolin clotting time) test
2B7F.00,O/E - pinhole visual acuity L-eye=6/9
2B7G.00,O/E - pinhole visual acuity L-eye=6/12
2B7H.00,O/E - pinhole visual acuity L-eye=6/18
2B7J.00,O/E - pinhole visual acuity L-eye =6/24
2B7K.00,O/E - pinhole visual acuity L-eye=6/36
2B7L.00,O/E - pinhole visual acuity L-eye=6/60
2B7M.00,O/E - pinhole visual acuity L-eye =6/5
2B7N.00,O/E - pinhole visual acuity L-eye =6/6
2B6F.00,O/E - pinhole visual acuity R-eye=6/9
2B6G.00,O/E - pinhole visual acuity R-eye=6/12
2B6H.00,O/E - pinhole visual acuity R-eye=6/18
2B6J.00,O/E - pinhole visual acuity R-eye=6/24
2B6K.00,O/E - pinhole visual acuity R-eye=6/36
2B6L.00,O/E - pinhole visual acuity R-eye=6/60
2B6M.00,O/E - pinhole visual acuity R-eye=6/6
2B6N.00,O/E - pinhole visual acuity R-eye=6/5
2B7P.00,O/E - pinhole L-eye sees hand movements
2B7Q.00,O/E - pinhole L-eye counts fingers only
2B7R.00,O/E - pinhole L-eye perceives light only
2B7S.00,O/E - pinhole L-eye completely blind
2B6P.00,O/E - pinhole R-eye sees hand movements
2B6Q.00,O/E - pinhole R-eye counts fingers only
2B6R.00,O/E - pinhole R-eye perceives light only
2B6S.00,O/E - pinhole R-eye completely blind
2B6T.00,O/E - R-eye visual acuity (corrected) 1/60
2B6V.00,O/E - R-eye visual acuity (corrected) 2/60
2B6W.00,O/E - R-eye visual acuity (corrected) 4/60
2B6X.00,O/E - R-eye visual acuity (corrected) 5/60
2B6Y.00,O/E - R-eye visual acuity (corrected) 6/3
2B7T.00,O/E - L-eye visual acuity (corrected) 1/60
2B7V.00,O/E - L-eye visual acuity (corrected) 2/60
2B7W.00,O/E - L-eye visual acuity (corrected) 4/60
2B7X.00,O/E - L-eye visual acuity (corrected) 5/60
2B7Y.00,O/E - L-eye visual acuity (corrected) 6/3
8GE9.00,RC - Respite care
1BT..00,Depressed mood
1B17.00,Depressed
H231.00,Mycoplasmal pneumonia
8B2H.00,Sedative therapy
J531.00,Fistula in ano
F49D.00,Visual impairment
42D4.00,RBC's - sickle cells present
TJ51.00,Adverse reaction to methadone
TJ81.00,Adverse reaction to halothane
TJ72.00,Adverse reaction to paraldehyde
TJ71.00,Adverse reaction to chloral hydrate group
TJ01.00,Adverse reaction to antifungal antibiotics
TJ17.00,Adverse reaction to antiviral drugs
TJ14.00,Adverse reaction to antimalarials
TJ16.00,Adverse reaction to antihelminthics
TJ00.00,Adverse reaction to penicillins
TJ05.00,Adverse reaction to cephalosporin group
TJ04.00,Adverse reaction to tetracycline group
TJK2.00,Adverse reaction to typhus vaccine
TJ28.00,Adverse reaction to antithyroid agents
TJ42.00,Adverse reaction to anticoagulants
TJ43.00,Adverse reaction to vitamin K
E277.00,Non-organic encopresis
371..00,Diagn. instrumental explor.
43VW.00,CD10 count
8I3r.00,Hepatitis B immunisation declined
8CR3.00,Hyperlipidaemia clinical management plan
43r8.00,Anti nuclear factor titre
43r4.00,Anti mitochondrial antibody titre
66Q8.00,International normalised ratio deviation from target
8HBJ.00,Stroke / transient ischaemic attack referral
AA1..00,Acute necrotising ulcerative gingivitis
133B.00,Orphan
44t2.00,Blood (WBC) screen for a-fucosidosis
451A.00,Estimated creatinine clearance
8I3c.00,Vitamin K prophylaxis declined
13Fb.00,Lives with partner
42Qw.00,APTT (activated partial thromboplastin time) - reference
42jh.00,PT 50:50 mix
A22..00,Anthrax
65c..00,Decontamination
H59..00,Respiratory failure
